"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-03-31",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-01",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-05",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-09",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-04-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-05-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-06-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-07-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-08-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-09-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-09-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-09-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-09-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-09-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-09-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-09-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-09-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-10-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-10-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-10-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-10-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-10-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-10-29",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-21",,,,,"0.28",",,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-22",,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-23",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-11-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-07",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
"US1CAKN0017","WASCO 0.8 SSW, CA US","35.5831756591797","-119.348342895508","99.1","2013-12-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,
